% Boys Enrolled,% Complete Primary Schools,% Girls Enrolled,% Primary Schools with single classroom,% Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Complete Primary Schools,Country,City,Drinking water,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Learning score,No Facility,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,ADM1_EN,Retention score,School infrastructure score,Toilet,Total number of schools
54.77%,0.936599424,45.23%,0.034582133,0.028818444,17.06%,16.20%,24.73%,24.95%,325,Pakistan,Bagh,30.87818697,64.89409293,2.59%,10.76487252,81.75,67.8,17.06%,0.577371048,347,0.422628952,254,3.70%,351415,12,10,Azad Kashmir,14.8,24.92917847,37.39376771,601
62.50%,0.594202899,37.50%,0.359903382,0.04589372,15.25%,20.21%,17.38%,15.43%,246,Pakistan,Bhimber,30.523918,74.48360991,2.59%,19.36218679,80.33333333,54.9,31.74%,0.695798319,414,0.304201681,181,3.70%,301633,149,19,Azad Kashmir,75.2,28.88382688,20.72892939,595
86.63%,0.9390681,13.37%,0.021505376,0.039426523,5.35%,4.55%,16.31%,20.05%,262,Pakistan,Hattian,39.13043478,47.57908416,2.59%,7.608695652,78.75,48.2,53.74%,0.736147757,279,0.263852243,100,3.70%,0,6,11,Azad Kashmir,0,22.46376812,43.84057971,379
60.77%,0.827225131,39.23%,0.041884817,0.130890052,1.57%,22.44%,7.09%,12.20%,158,Pakistan,Haveli,27.80748663,53.02104197,2.59%,1.604278075,80.75,42.1,56.69%,0.729007634,191,0.270992366,71,3.70%,150000,8,25,Azad Kashmir,0,13.04812834,26.20320856,262
60.75%,0.592348285,39.25%,0.346965699,0.060686016,7.12%,23.06%,9.78%,13.60%,449,Pakistan,Kotli,17.12779974,69.42839506,2.59%,10.40843215,78.83333333,36.43333333,46.44%,0.731660232,758,0.268339768,278,3.70%,834094,263,46,Azad Kashmir,73.2,20.18445323,14.88801054,1036
58.48%,0.582191781,41.52%,0.173515982,0.244292237,85.42%,1.28%,9.72%,2.30%,255,Pakistan,Mirpur,43.30900243,71.77102051,2.59%,50.60827251,76.83333333,47.53333333,1.28%,0.706451613,438,0.293548387,182,3.70%,754482,76,107,Azad Kashmir,71.2,51.24087591,33.57664234,620
68.36%,0.940717629,31.64%,0.026521061,0.03276131,9.90%,10.83%,18.86%,24.33%,603,Pakistan,Muzaffarabad,33.38509317,55.98838988,2.59%,7.298136646,77.91666667,50.4,36.09%,0.718609865,641,0.281390135,251,3.70%,638973,17,21,Azad Kashmir,14,24.06832298,40.83850932,892
80.78%,0.737327189,19.22%,0.184331797,0.078341014,4.08%,25.31%,13.47%,21.22%,160,Pakistan,Neelum,44.65116279,67.31347325,2.59%,4.651162791,74.66666667,55.36666667,35.92%,0.777777778,217,0.222222222,62,3.70%,0,40,17,Azad Kashmir,70,27.06976744,42.79069767,279
62.60%,0.846975089,37.40%,0.112099644,0.040925267,4.52%,25.43%,7.09%,15.53%,476,Pakistan,Poonch,9.893992933,82.93829677,2.59%,1.413427562,78.75,77.6,47.43%,0.679564692,562,0.320435308,265,3.70%,411035,63,23,Azad Kashmir,88,9.717314488,15.19434629,827
57.87%,0.707042254,42.13%,0.225352113,0.067605634,1.88%,26.02%,7.84%,14.11%,251,Pakistan,Sudhnutti,8.806818182,74.76496119,2.59%,1.136363636,79.33333333,42,50.16%,0.718623482,355,0.281376518,139,3.70%,204091,80,24,Azad Kashmir,85.6,16.64772727,8.522727273,494
63.49%,0.936599424,36.52%,0.034582133,0.028818444,17.06%,16.20%,24.73%,24.95%,325,Pakistan,Bagh,36.93909348,80.745,2.62%,20.88243626,89.38,82.7,17.06%,0.577371048,347,0.422628952,254,4.10%,351415,12,10,Azad Kashmir,64.38,30.075,43.19688385,601
71.06%,0.594202899,28.94%,0.359903382,0.04589372,15.25%,20.21%,17.38%,15.43%,246,Pakistan,Bhimber,56.261959,79.35,2.62%,51.68109339,88.685,63.07,31.74%,0.695798319,414,0.304201681,181,4.10%,301633,149,19,Azad Kashmir,86.705,47.31,38.86446469,595
56.31%,0.9390681,43.69%,0.021505376,0.039426523,5.35%,4.55%,16.31%,20.05%,262,Pakistan,Hattian,42.89051095,80.44,2.62%,20.33211679,86.915,77.665,53.74%,0.736147757,279,0.263852243,100,4.10%,0,6,11,Azad Kashmir,63.48,28.85,49.76277372,379
55.46%,0.827225131,44.55%,0.041884817,0.130890052,1.57%,22.44%,7.09%,12.20%,158,Pakistan,Haveli,39.97849462,79.545,2.62%,7.806451613,89.39,65.135,56.69%,0.729007634,191,0.270992366,71,4.10%,150000,8,25,Azad Kashmir,69.105,19.485,33.67204301,262
52.31%,0.592348285,47.70%,0.346965699,0.060686016,7.12%,23.06%,9.78%,13.60%,449,Pakistan,Kotli,36.63213811,79.925,2.62%,38.24568393,62.955,76.49,46.44%,0.731660232,758,0.268339768,278,4.10%,834094,263,46,Azad Kashmir,82.555,36.525,29.50332005,1036
61.56%,0.582191781,38.44%,0.173515982,0.244292237,85.42%,1.28%,9.72%,2.30%,255,Pakistan,Mirpur,66.43627451,74.02,2.62%,73.6127451,79.48,67.315,1.28%,0.706451613,438,0.293548387,182,4.10%,754482,76,107,Azad Kashmir,60.845,67.875,57.53431373,620
72.84%,0.940717629,27.17%,0.026521061,0.03276131,9.90%,10.83%,18.86%,24.33%,603,Pakistan,Muzaffarabad,38.55974843,65.69,2.62%,18.27358491,60.01,72.6,36.09%,0.718609865,641,0.281390135,251,4.10%,638973,17,21,Azad Kashmir,52.98,29.33,42.33333333,892
64.84%,0.737327189,35.17%,0.184331797,0.078341014,4.08%,25.31%,13.47%,21.22%,160,Pakistan,Neelum,45.3255814,71.5,2.62%,17.8255814,46.425,79.315,35.92%,0.777777778,217,0.222222222,62,4.10%,0,40,17,Azad Kashmir,75.1,35.675,51.89534884,279
53.77%,0.846975089,46.24%,0.112099644,0.040925267,4.52%,25.43%,7.09%,15.53%,476,Pakistan,Poonch,23.97335702,74.345,2.62%,17.21047957,48.415,71.665,47.43%,0.679564692,562,0.320435308,265,4.10%,411035,63,23,Azad Kashmir,81.055,20.725,24.63765542,827
59.77%,0.707042254,40.24%,0.225352113,0.067605634,1.88%,26.02%,7.84%,14.11%,251,Pakistan,Sudhnutti,21.90340909,71.08,2.62%,22.06818182,51.7,60.735,50.16%,0.718623482,355,0.281376518,139,4.10%,204091,80,24,Azad Kashmir,81.655,30.675,28.76136364,494
55.02%,0.936599424,44.98%,0.034582133,0.028818444,17.06%,16.20%,24.73%,24.95%,325,Pakistan,Bagh,25.43,78.28,2.68%,4.34,79.11,58.08,17.06%,0.577371048,347,0.422628952,254,4.00%,351415,12,10,Azad Kashmir,80.95,28.44,45.95,601
58.04%,0.594202899,41.96%,0.359903382,0.04589372,15.25%,20.21%,17.38%,15.43%,246,Pakistan,Bhimber,29.47,77.15,2.68%,19.08,78.86,57.64,31.74%,0.695798319,414,0.304201681,181,4.00%,301633,149,19,Azad Kashmir,80.12,25.51,20.53,595
61.36%,0.9390681,38.64%,0.021505376,0.039426523,5.35%,4.55%,16.31%,20.05%,262,Pakistan,Hattian,23.38,76.68,2.68%,2.88,77.89,63.68,53.74%,0.736147757,279,0.263852243,100,4.00%,0,6,11,Azad Kashmir,76.5,26.4,37.05,379
59.34%,0.827225131,40.66%,0.041884817,0.130890052,1.57%,22.44%,7.09%,12.20%,158,Pakistan,Haveli,11.64,78.25,2.68%,1.59,76.5,71.94,56.69%,0.729007634,191,0.270992366,71,4.00%,150000,8,25,Azad Kashmir,73.9,11.22,10.58,262
54.88%,0.592348285,45.12%,0.346965699,0.060686016,7.12%,23.06%,9.78%,13.60%,449,Pakistan,Kotli,15.28,77.99,2.68%,10.14,78.29,59.86,46.44%,0.731660232,758,0.268339768,278,4.00%,834094,263,46,Azad Kashmir,78.68,14.73,15.28,1036
54.03%,0.582191781,45.97%,0.173515982,0.244292237,85.42%,1.28%,9.72%,2.30%,255,Pakistan,Mirpur,36.98,78.78,2.68%,39.42,79.27,59.76,1.28%,0.706451613,438,0.293548387,182,4.00%,754482,76,107,Azad Kashmir,80.12,39.95,33.09,620
55.78%,0.940717629,44.22%,0.026521061,0.03276131,9.90%,10.83%,18.86%,24.33%,603,Pakistan,Muzaffarabad,29.49,72.93,2.68%,9.52,74.88,46.03,36.09%,0.718609865,641,0.281390135,251,4.00%,638973,17,21,Azad Kashmir,76.6,31.83,43.06,892
64.96%,0.737327189,35.04%,0.184331797,0.078341014,4.08%,25.31%,13.47%,21.22%,160,Pakistan,Neelum,26.03,75.23,2.68%,3.2,69.84,68.95,35.92%,0.777777778,217,0.222222222,62,4.00%,0,40,17,Azad Kashmir,77.08,15.71,10.5,279
54.70%,0.846975089,45.30%,0.112099644,0.040925267,4.52%,25.43%,7.09%,15.53%,476,Pakistan,Poonch,11.74,73.97,2.68%,1.78,79.11,39.93,47.43%,0.679564692,562,0.320435308,265,4.00%,411035,63,23,Azad Kashmir,81.55,14.98,23.67,827
64.93%,0.707042254,35.07%,0.225352113,0.067605634,1.88%,26.02%,7.84%,14.11%,251,Pakistan,Sudhnutti,13.8,71.1,2.68%,1.97,74.63,43.07,50.16%,0.718623482,355,0.281376518,139,4.00%,204091,80,24,Azad Kashmir,81.62,10.37,10.14,494
55.28%,0.936599424,44.72%,0.034582133,0.028818444,17.06%,16.20%,24.73%,24.95%,325,Pakistan,Bagh,28.530259,79.360533,2.20%,7.78098,72.952857,59.966667,17.06%,0.577371048,347,0.422628952,254,4.70%,351415,12,10,Azad Kashmir,89.805452,28.321034,41.786744,601
59.65%,0.594202899,40.35%,0.359903382,0.04589372,15.25%,20.21%,17.38%,15.43%,246,Pakistan,Bhimber,31.400966,78.113014,2.20%,19.082126,75.702489,62.746296,31.74%,0.695798319,414,0.304201681,181,4.70%,301633,149,19,Azad Kashmir,83.65565,24.637681,16.666667,595
54.55%,0.9390681,45.45%,0.021505376,0.039426523,5.35%,4.55%,16.31%,20.05%,262,Pakistan,Hattian,16.487455,80.272192,2.20%,3.584229,71.549726,71.805895,53.74%,0.736147757,279,0.263852243,100,4.70%,0,6,11,Azad Kashmir,82.283375,25.617957,37.992832,379
56.94%,0.827225131,43.06%,0.041884817,0.130890052,1.57%,22.44%,7.09%,12.20%,158,Pakistan,Haveli,19.895288,79.859541,2.20%,2.094241,73.650426,73.466667,56.69%,0.729007634,191,0.270992366,71,4.70%,150000,8,25,Azad Kashmir,79.261548,14.400953,17.277487,262
61.25%,0.592348285,38.75%,0.346965699,0.060686016,7.12%,23.06%,9.78%,13.60%,449,Pakistan,Kotli,14.511873,83.031147,2.20%,7.651715,85.076667,72.3,46.44%,0.731660232,758,0.268339768,278,4.70%,834094,263,46,Azad Kashmir,86,14.136327,15.171504,1036
53.74%,0.582191781,46.26%,0.173515982,0.244292237,85.42%,1.28%,9.72%,2.30%,255,Pakistan,Mirpur,34.931507,80.346162,2.20%,41.324201,79.061572,58.063664,1.28%,0.706451613,438,0.293548387,182,4.70%,754482,76,107,Azad Kashmir,88,36.291704,28.310502,620
60.26%,0.940717629,39.74%,0.026521061,0.03276131,9.90%,10.83%,18.86%,24.33%,603,Pakistan,Muzaffarabad,27.925117,73.091068,2.20%,11.700468,68.532222,54.35291,36.09%,0.718609865,641,0.281390135,251,4.70%,638973,17,21,Azad Kashmir,79.743887,34.290172,49.453978,892
59.94%,0.737327189,40.06%,0.184331797,0.078341014,4.08%,25.31%,13.47%,21.22%,160,Pakistan,Neelum,27.64977,74.11001,2.20%,3.225806,68.140944,59.02963,35.92%,0.777777778,217,0.222222222,62,4.70%,0,40,17,Azad Kashmir,79.20688,21.042863,27.18894,279
54.33%,0.846975089,45.67%,0.112099644,0.040925267,4.52%,25.43%,7.09%,15.53%,476,Pakistan,Poonch,12.099644,74.424026,2.20%,2.669039,71.733077,44,47.43%,0.679564692,562,0.320435308,265,4.70%,411035,63,23,Azad Kashmir,86.297502,14.875445,27.580071,827
51.93%,0.707042254,48.07%,0.225352113,0.067605634,1.88%,26.02%,7.84%,14.11%,251,Pakistan,Sudhnutti,4.225352,78.281989,2.20%,0.84507,68.180079,54.323407,50.16%,0.718623482,355,0.281376518,139,4.70%,204091,80,24,Azad Kashmir,92.551839,6.760563,7.887324,494
100.00%,0.239631336,0.00%,0.188940092,0.571428571,35.94%,0.46%,54.38%,9.22%,52,Pakistan,Awaran,54.71698113,47.97837621,2.59%,0.943396226,85,22.45,0.00%,0.812734082,217,0.187265918,50,3.70%,118173,41,124,Balochistan,37.6,22.9245283,11.79245283,267
88.21%,0,11.79%,0.394316163,0.811722913,3.24%,31.57%,16.72%,48.46%,0,Pakistan,Barkhan,64.44833625,43.24068464,2.59%,16.46234676,30,18.775,0.00%,0.924466338,563,0.075533662,46,3.70%,103545,222,457,Balochistan,62.4,29.03677758,1.576182137,609
80.41%,0.342723005,19.59%,0.122065728,0.535211268,22.95%,2.46%,43.85%,30.74%,73,Pakistan,Chaghi,100,52.74691512,2.59%,6.18556701,47.5,31.1,0.00%,0.825581395,213,0.174418605,45,3.70%,300000,26,114,Balochistan,62.8,37.5257732,28.86597938,258
100.00%,0.612244898,0.00%,0.227891156,0.159863946,22.22%,3.82%,51.04%,22.92%,180,Pakistan,Dera Bugti,78.92857143,25.72298774,2.59%,4.285714286,16.66666667,16,0.00%,0.825842697,294,0.174157303,62,3.70%,181310,67,47,Balochistan,25.6,20.5,2.857142857,356
82.59%,0.244239631,17.41%,0.230414747,0.525345622,44.58%,1.61%,31.73%,22.09%,53,Pakistan,Gwadar,77.14285714,58.85270358,2.59%,37.61904762,80,50,0.00%,0.794871795,217,0.205128205,56,3.70%,185498,50,114,Balochistan,38,39.04761905,35.71428571,273
74.75%,0.280821918,25.25%,0.143835616,0.575342466,12.05%,11.45%,39.16%,37.35%,41,Pakistan,Harnai,96.02649007,65.60324021,2.59%,9.933774834,81.66666667,53.9,0.00%,0.863905325,146,0.136094675,23,3.70%,140000,21,84,Balochistan,51.6,33.77483444,34.43708609,169
79.61%,0.142857143,20.39%,0.187122736,0.670020121,12.41%,20.11%,28.20%,39.29%,71,Pakistan,Jaffarabad,78.74396135,52.53404086,2.59%,19.56521739,44.16666667,53.175,0.00%,0.878091873,497,0.121908127,69,3.70%,432817,93,333,Balochistan,42.4,25.4589372,2.173913043,566
92.21%,0.194331984,7.79%,0.198380567,0.607287449,10.68%,22.06%,27.40%,39.86%,48,Pakistan,Jhal Magsi,100,66.4799318,2.59%,6.276150628,80,50.125,0.00%,0.831649832,247,0.168350168,50,3.70%,109941,49,150,Balochistan,78,28.20083682,7.949790795,297
100.00%,0.225063939,0.00%,0.350383632,0.42455243,40.07%,5.05%,47.29%,7.58%,88,Pakistan,Kachhi,77.35849057,46.83749952,2.59%,22.91105121,75.83333333,45,0.00%,0.863134658,391,0.136865342,62,3.70%,288056,137,166,Balochistan,17.6,26.19946092,4.582210243,453
62.95%,0.228070175,37.05%,0.280701754,0.49122807,26.71%,10.87%,34.75%,27.66%,91,Pakistan,Kalat,82.22811671,59.2797014,2.59%,7.692307692,84.16666667,31.5,0.00%,0.836477987,399,0.163522013,78,3.70%,237834,112,196,Balochistan,34.4,32.4137931,23.60742706,477
74.25%,0.442913386,25.75%,0.206692913,0.350393701,57.11%,1.26%,37.03%,4.60%,225,Pakistan,Kech,49.07216495,59.08943978,2.59%,23.09278351,65.83333333,50.375,0.00%,0.765060241,508,0.234939759,156,3.70%,413204,105,178,Balochistan,44.4,30.18556701,28.24742268,664
71.53%,0.054644809,28.47%,0.295081967,0.650273224,68.20%,0.00%,29.95%,1.84%,10,Pakistan,Kharan,44,52.4012606,2.59%,8.571428571,73.33333333,29,0.00%,0.788793103,183,0.211206897,49,3.70%,132500,54,119,Balochistan,28.8,19.31428571,5.142857143,232
62.48%,0.321711569,37.52%,0.17274168,0.505546751,24.20%,7.78%,36.55%,31.47%,203,Pakistan,Khuzdar,70.63903282,50.99339044,2.59%,14.16234888,78.33333333,16.125,0.00%,0.869146006,631,0.130853994,95,3.70%,417466,109,319,Balochistan,22,30.08635579,21.24352332,726
100.00%,0.194063927,0.00%,0.235159817,0.570776256,16.70%,10.92%,41.97%,30.41%,85,Pakistan,Killa Abdullah,41.2470024,40.7938047,2.59%,15.10791367,78.33333333,35.125,0.00%,0.857142857,438,0.142857143,73,3.70%,370269,103,250,Balochistan,18.8,27.3381295,18.46522782,511
100.00%,0.03142329,0.00%,0.336414048,0.632162662,13.09%,26.36%,23.82%,36.73%,17,Pakistan,Killa Saifullah,47.75280899,51.1882835,2.59%,23.97003745,44.16666667,48.3,0.00%,0.892739274,541,0.107260726,65,3.70%,193553,182,342,Balochistan,65.6,28.65168539,19.85018727,606
100.00%,0,0.00%,0.202970297,0.824257426,19.41%,16.48%,15.80%,48.31%,0,Pakistan,Kohlu,43.31550802,34.45605427,2.59%,14.70588235,41.66666667,14.825,0.00%,0.905829596,404,0.094170404,42,3.70%,99846,82,333,Balochistan,44,20.7486631,2.941176471,446
81.87%,0.362934363,18.13%,0.185328185,0.451737452,18.09%,11.52%,32.62%,37.77%,188,Pakistan,Lasbela,78.63070539,43.38371375,2.59%,9.336099585,48.33333333,19.075,0.00%,0.854785479,518,0.145214521,88,3.70%,312695,96,234,Balochistan,38,27.21991701,18.67219917,606
64.58%,0,35.42%,0.409657321,0.660436137,28.81%,9.71%,28.35%,33.13%,0,Pakistan,Loralai,54.56026059,39.7054179,2.59%,50.6514658,27.5,17.5,0.00%,0.887966805,642,0.112033195,81,3.70%,295555,263,424,Balochistan,28.4,32.37785016,13.84364821,723
88.52%,0.392739274,11.48%,0.165016502,0.442244224,20.40%,7.93%,31.44%,40.23%,119,Pakistan,Mastung,90.96989967,52.92252195,2.59%,8.695652174,93.33333333,22.075,0.00%,0.801587302,303,0.198412698,75,3.70%,179784,50,134,Balochistan,34.8,39.33110368,25.4180602,378
90.33%,0,9.67%,0.378787879,0.78030303,21.60%,3.14%,50.87%,24.39%,0,Pakistan,Musakhail,89.0625,31.51232506,2.59%,0.390625,20,32.775,0.00%,0.868421053,264,0.131578947,40,3.70%,134056,100,206,Balochistan,13.6,28.984375,16.796875,304
100.00%,0,0.00%,0.35619469,0.685840708,24.84%,20.22%,22.20%,32.75%,0,Pakistan,Nasirabad,81.56028369,44.71957697,2.59%,35.69739953,44.16666667,58.975,0.00%,0.88976378,452,0.11023622,56,3.70%,245894,161,310,Balochistan,30,29.45626478,2.836879433,508
67.19%,0.524096386,32.81%,0.078313253,0.397590361,80.47%,0.00%,17.21%,2.33%,87,Pakistan,Nushki,53.28947368,51.42452223,2.59%,26.31578947,51.66666667,24.425,0.00%,0.697478992,166,0.302521008,72,3.70%,137500,13,66,Balochistan,46.8,36.05263158,44.73684211,238
81.70%,0.595611285,18.30%,0.103448276,0.300940439,7.30%,9.19%,42.97%,40.54%,190,Pakistan,Panjgur,93.52517986,50.97086882,2.59%,7.194244604,70.83333333,32.75,0.00%,0.811704835,319,0.188295165,74,3.70%,234051,33,96,Balochistan,32,33.09352518,15.10791367,393
77.83%,0.145102781,22.17%,0.338573156,0.516324063,34.47%,12.42%,30.29%,22.81%,120,Pakistan,Pishin,95.07978723,52.53933306,2.59%,8.510638298,84.16666667,29.025,0.00%,0.838742394,827,0.161257606,159,3.70%,367183,280,427,Balochistan,24.8,32.23404255,16.09042553,986
63.34%,0.751282051,36.66%,0.094871795,0.153846154,42.91%,3.54%,37.99%,15.55%,293,Pakistan,Quetta,94.05940594,66.32943455,2.59%,23.01980198,85.83333333,52.025,0.00%,0.681818182,390,0.318181818,182,3.70%,744802,37,60,Balochistan,40.8,44.35643564,32.67326733,572
100.00%,0.012195122,0.00%,0.237804878,0.75,20.96%,7.78%,44.31%,26.95%,2,Pakistan,Sherani,90.12345679,45.7923763,2.59%,10.49382716,82.5,27.075,0.00%,0.891304348,164,0.108695652,20,3.70%,0,39,123,Balochistan,24.8,34.81481482,22.22222222,184
56.16%,0.368932039,43.84%,0.276699029,0.354368932,58.26%,3.67%,18.35%,19.72%,76,Pakistan,Sibi,85.4368932,61.37035489,2.59%,22.81553398,81.66666667,26.775,0.00%,0.78030303,206,0.21969697,58,3.70%,180398,57,73,Balochistan,43.2,27.47572816,23.78640777,264
74.93%,0.174193548,25.07%,0.2,0.625806452,27.33%,0.58%,66.86%,5.23%,27,Pakistan,Washuk,39.85507246,48.93434085,2.59%,4.347826087,74.16666667,16.5,0.00%,0.824468085,155,0.175531915,33,3.70%,118171,31,97,Balochistan,30,22.31884058,7.971014493,188
78.93%,0.152027027,21.07%,0.165540541,0.682432432,15.24%,6.10%,36.89%,41.77%,45,Pakistan,Zhob,80.91872792,39.63466145,2.59%,15.90106007,49.16666667,15.1,0.00%,0.848137536,296,0.151862464,53,3.70%,275142,49,202,Balochistan,23.2,23.39222615,10.60070671,349
75.37%,0.178082192,24.63%,0.296803653,0.525114155,6.59%,30.23%,18.22%,44.96%,39,Pakistan,Ziarat,17.11711712,56.07938624,2.59%,4.504504505,70.83333333,38.45,0.00%,0.829545455,219,0.170454545,45,3.70%,33340,65,115,Balochistan,40.4,20.81081081,22.52252252,264
73.77%,0.239631336,26.23%,0.188940092,0.571428571,35.94%,0.46%,54.38%,9.22%,52,Pakistan,Awaran,74.04878049,46.345,2.62%,6.182926829,36.845,45,0.00%,0.812734082,217,0.187265918,50,4.10%,118173,41,124,Balochistan,49.81,38.3,24.93902439,267
85.83%,0,14.18%,0.394316163,0.811722913,3.24%,31.57%,16.72%,48.46%,0,Pakistan,Barkhan,27.15836299,52.35,2.62%,14.9911032,45.675,45.64,0.00%,0.924466338,563,0.075533662,46,4.10%,103545,222,457,Balochistan,53.91,14.77,2.588967972,609
63.43%,0.342723005,36.57%,0.122065728,0.535211268,22.95%,2.46%,43.85%,30.74%,73,Pakistan,Chaghi,71.08080808,55.98,2.62%,16.01515152,29.575,44.74,0.00%,0.825581395,213,0.174418605,45,4.10%,300000,26,114,Balochistan,63.025,44.28,59.43434343,258
94.31%,0.612244898,5.69%,0.227891156,0.159863946,22.22%,3.82%,51.04%,22.92%,180,Pakistan,Dera Bugti,55.47670251,30.905,2.62%,11.65053763,8.825,27.795,0.00%,0.825842697,294,0.174157303,62,4.10%,181310,67,47,Balochistan,31.295,27.47,10.39605735,356
55.99%,0.244239631,44.02%,0.230414747,0.525345622,44.58%,1.61%,31.73%,22.09%,53,Pakistan,Gwadar,46.53658537,75.24,2.62%,48.64634146,61.925,76.68,0.00%,0.794871795,217,0.205128205,56,4.10%,185498,50,114,Balochistan,68.325,50.245,71.07317073,273
93.15%,0.280821918,6.85%,0.143835616,0.575342466,12.05%,11.45%,39.16%,37.35%,41,Pakistan,Harnai,64.28169014,61.705,2.62%,43.82394366,69.04,62.625,0.00%,0.863905325,146,0.136094675,23,4.10%,140000,21,84,Balochistan,58.3,58.525,58.86619718,169
67.15%,0.142857143,32.85%,0.187122736,0.670020121,12.41%,20.11%,28.20%,39.29%,71,Pakistan,Jaffarabad,66.88929001,61.31,2.62%,44.63537906,40.915,58.305,0.00%,0.878091873,497,0.121908127,69,4.10%,432817,93,333,Balochistan,63.175,41.09,32.17027678,566
75.54%,0.194331984,24.46%,0.198380567,0.607287449,10.68%,22.06%,27.40%,39.86%,48,Pakistan,Jhal Magsi,59.26923077,67.845,2.62%,28.56837607,48.61,73,0.00%,0.831649832,247,0.168350168,50,4.10%,109941,49,150,Balochistan,75.32,30.65,17.9957265,297
80.67%,0.225063939,19.33%,0.350383632,0.42455243,40.07%,5.05%,47.29%,7.58%,88,Pakistan,Kachhi,36.51098901,56.84,2.62%,33.98351648,41.695,69.69,0.00%,0.863134658,391,0.136865342,62,4.10%,288056,137,166,Balochistan,46.645,31.685,23.74725275,453
69.97%,0.228070175,30.04%,0.280701754,0.49122807,26.71%,10.87%,34.75%,27.66%,91,Pakistan,Kalat,46.66212534,56.845,2.62%,21.3147139,46.51,45.68,0.00%,0.836477987,399,0.163522013,78,4.10%,237834,112,196,Balochistan,55.14,38.99,49.16893733,477
66.03%,0.442913386,33.98%,0.206692913,0.350393701,57.11%,1.26%,37.03%,4.60%,225,Pakistan,Kech,53.25902336,59.34,2.62%,37.91719745,53.415,34.225,0.00%,0.765060241,508,0.234939759,156,4.10%,413204,105,178,Balochistan,65.76,43.505,53.89278132,664
60.20%,0.054644809,39.81%,0.295081967,0.650273224,68.20%,0.00%,29.95%,1.84%,10,Pakistan,Kharan,44.13953488,71.23,2.62%,28.11627907,58.845,74.105,0.00%,0.788793103,183,0.211206897,49,4.10%,132500,54,119,Balochistan,62.175,33.23,38.89534884,232
68.96%,0.321711569,31.04%,0.17274168,0.505546751,24.20%,7.78%,36.55%,31.47%,203,Pakistan,Khuzdar,57.72045855,66.545,2.62%,30.02645503,82.07,58.81,0.00%,0.869146006,631,0.130853994,95,4.10%,417466,109,319,Balochistan,44.25,46.085,46.90476191,726
94.20%,0.194063927,5.80%,0.235159817,0.570776256,16.70%,10.92%,41.97%,30.41%,85,Pakistan,Killa Abdullah,50.88613861,45.63,2.62%,31.77227723,35.57,53.805,0.00%,0.857142857,438,0.142857143,73,4.10%,370269,103,250,Balochistan,37.36,38.7,38.96039604,511
75.10%,0.03142329,24.91%,0.336414048,0.632162662,13.09%,26.36%,23.82%,36.73%,17,Pakistan,Killa Saifullah,72.92519685,66.095,2.62%,37.57086614,61.795,65.015,0.00%,0.892739274,541,0.107260726,65,4.10%,193553,182,342,Balochistan,62.68,46.305,42.23622047,606
88.30%,0,11.70%,0.202970297,0.824257426,19.41%,16.48%,15.80%,48.31%,0,Pakistan,Kohlu,53.31203008,63.68,2.62%,19.64661654,73.515,59.575,0.00%,0.905829596,404,0.094170404,42,4.10%,99846,82,333,Balochistan,59.94,35,30.39348371,446
67.19%,0.362934363,32.81%,0.185328185,0.451737452,18.09%,11.52%,32.62%,37.77%,188,Pakistan,Lasbela,62.57651992,59.225,2.62%,38.6278826,42.87,50.08,0.00%,0.854785479,518,0.145214521,88,4.10%,312695,96,234,Balochistan,61.14,47.315,55.36897275,606
73.72%,0,26.28%,0.409657321,0.660436137,28.81%,9.71%,28.35%,33.13%,0,Pakistan,Loralai,56.34033613,59.835,2.62%,48.20588235,51.825,53.03,0.00%,0.887966805,642,0.112033195,81,4.10%,295555,263,424,Balochistan,58.215,48.56,49.87815126,723
70.85%,0.392739274,29.16%,0.165016502,0.442244224,20.40%,7.93%,31.44%,40.23%,119,Pakistan,Mastung,39.02749141,60.83,2.62%,32.32646048,64.02,44.85,0.00%,0.801587302,303,0.198412698,75,4.10%,179784,50,134,Balochistan,55.285,48.045,57.43298969,378
79.68%,0,20.32%,0.378787879,0.78030303,21.60%,3.14%,50.87%,24.39%,0,Pakistan,Musakhail,30.54581673,48.885,2.62%,19.19123506,32.71,49.115,0.00%,0.868421053,264,0.131578947,40,4.10%,134056,100,206,Balochistan,43.39,30.63,34.06972112,304
100.00%,0,0.00%,0.35619469,0.685840708,24.84%,20.22%,22.20%,32.75%,0,Pakistan,Nasirabad,69.75301205,58.61,2.62%,61.31927711,68.6,67.235,0.00%,0.88976378,452,0.11023622,56,4.10%,245894,161,310,Balochistan,49.09,44.735,31.14457831,508
64.33%,0.524096386,35.67%,0.078313253,0.397590361,80.47%,0.00%,17.21%,2.33%,87,Pakistan,Nushki,60.87662338,61.795,2.62%,47.81168831,47.3,49.49,0.00%,0.697478992,166,0.302521008,72,4.10%,137500,13,66,Balochistan,64.73,39.06,16.26623377,238
